scenario_id,split,context,description,emotion,gesture,motion,direction,missing_cues,intent,intent_code,action,action_code,intent_idx,intent_confidence,motion_idx,direction_idx,human_speed,human_is_moving,context_idx,action_idx,target_v,target_omega,target_d,target_linear_v,target_angular_w,target_comfort_d
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.69,2,0,0.93,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.93,2,0,0.86,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
43,train,kitchen,Person carrying hot pot with both hands walks toward robot in galley aisle no gesture,neutral,MISSING,walking,toward_robot,gesture,F06,F06,A11,A11,5,0.65,2,0,0.78,1.0,1,10,0.3,0.5,0.5,0.3,0.5,0.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.95,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.82,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.97,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.77,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.75,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.95,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
44,train,kitchen,Person slams hand on counter then raises both hands angry rigid standing,angry,both_hands_up,standing,stationary,,F07,F07,A08,A08,6,0.74,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.95,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,context,F07,F07,A08,A08,6,0.9,1,5,0.0,0.0,2,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.93,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.96,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.69,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.82,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
45,train,kitchen,Person angrily points repeatedly at spilled food on floor standing,angry,point,standing,stationary,,F07,F07,A08,A08,6,0.96,1,5,0.0,0.0,1,7,0.0,0.05,1.5,0.0,0.05,1.5
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.95,3,1,0.5,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.68,3,1,0.59,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.88,3,1,0.6,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.9,3,1,0.52,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.91,3,1,0.52,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.65,3,1,0.45,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
46,train,kitchen,Person recoils from refrigerator odor disgusted thumbs down stepping back,disgust,thumbs_down,stepping_back,away_from_robot,,F08,F08,A07,A07,7,0.91,3,1,0.46,1.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,,F08,F08,A07,A07,7,0.95,1,5,0.0,0.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,context,F08,F08,A07,A07,7,0.72,1,5,0.0,0.0,2,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,,F08,F08,A07,A07,7,0.71,1,5,0.0,0.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,,F08,F08,A07,A07,7,0.77,1,5,0.0,0.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,context,F08,F08,A07,A07,7,0.67,1,5,0.0,0.0,2,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,,F08,F08,A07,A07,7,0.97,1,5,0.0,0.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
47,train,kitchen,Person stands at sink grimacing at greasy pans gives thumbs down leaning away,disgust,thumbs_down,standing,stationary,,F08,F08,A07,A07,7,0.97,1,5,0.0,0.0,1,6,0.0,0.0,1.2,0.0,0.0,1.2
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.95,2,3,0.8,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.93,2,3,0.71,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.77,2,3,0.89,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.67,2,3,0.81,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,context,F01,F01,A09,A09,0,0.74,2,3,0.7,1.0,2,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.7,2,3,0.91,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
48,train,kitchen,Person waves at robot with happy face while walking toward exit,happy,wave,walking,toward_exit,,F01,F01,A09,A09,0,0.94,2,3,0.76,1.0,1,8,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.95,2,3,0.8,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,context,F01,F01,A10,A10,0,0.88,2,3,0.84,1.0,2,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.9,2,3,0.74,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.73,2,3,0.94,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.79,2,3,0.77,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.95,2,3,0.66,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
49,train,kitchen,Person unties apron and waves while walking to door face turned away emotion missing,MISSING,wave,walking,toward_exit,emotion,F01,F01,A10,A10,0,0.69,2,3,0.67,1.0,1,9,0.0,0.0,1.5,0.0,0.0,1.5
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.95,0,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,context,F09,F09,A12,A12,8,0.96,0,5,0.0,0.0,2,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,context,F09,F09,A12,A12,8,0.76,0,5,0.0,0.0,2,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.66,0,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.92,0,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.96,0,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
50,train,kitchen,Person sits down heavily sad staring at failed dish hands in lap no gesture,sad,none,sitting,stationary,,F09,F09,A12,A12,8,0.87,0,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.95,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,context,F09,F09,A12,A12,8,0.77,1,5,0.0,0.0,2,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.96,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.82,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.92,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.96,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
51,train,kitchen,Person stares at burnt cake shoulders dropped sad standing motionless,sad,none,standing,stationary,,F09,F09,A12,A12,8,0.84,1,5,0.0,0.0,1,11,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,,F01,F01,A01,A01,0,0.95,0,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,context,F01,F01,A01,A01,0,0.7,0,5,0.0,0.0,2,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,context,F01,F01,A01,A01,0,0.91,0,5,0.0,0.0,2,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,,F01,F01,A01,A01,0,0.75,0,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,,F01,F01,A01,A01,0,0.84,0,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,,F01,F01,A01,A01,0,0.82,0,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
52,train,kitchen,Person raises hand and smiles while sitting at kitchen table after eating,happy,raise_hand,sitting,stationary,,F01,F01,A01,A01,0,0.98,0,5,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0
