clip_id,context,scenario_dir,v3_row,intent,action,split_design,filepath,view,width,height,fps,n_frames,duration_s,bytes,sha256,source,old_clip_id,old_filepath,old_scenario_id,recorded_at,person_id,take_index,emotion_v3,gesture_v3,motion_v3,missing_v3,gt_emotion,context_masked,emotion_masked,gesture_masked,motion_masked,derived_from_row,derived_from_clip_id,dup_of,usable,exclude_kind,exclude_reason,scoreable,caveat,scenario_desc
S24_F03_c039,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c039.mp4,realsense_480p,640,480,15,92,6.133,840590,abe54fed2fe1b3144eef33e3a3b1f21f6aa2a7754381776f23accdbda43f0f7e,raw_take_20260725,20260725_124006,classroom/S24_F03/20260725_124006.mp4,,2026-07-25T12:40:06,P04,13,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c040,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c040.mp4,realsense_480p,640,480,15,93,6.2,883143,91affc89b8b415a9ae21d5b699f687428bbb3082f9b4cbff4c7ce7141bf28ee0,raw_take_20260725,20260725_124019,classroom/S24_F03/20260725_124019.mp4,,2026-07-25T12:40:19,P04,14,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c041,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c041.mp4,realsense_480p,640,480,15,46,3.067,400550,1d606bb0838c711879232688b60cedc4417ac97b15f5efe25165248a084f7a08,raw_take_20260725,20260725_124034,classroom/S24_F03/20260725_124034.mp4,,2026-07-25T12:40:34,P04,15,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c042,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c042.MOV,phone_4k,3840,2160,30,173,5.767,32730871,189b2ead103ce04797b49d5c02a921c4b0a2ee057e762765a5f30ff391712235,raw_take_20260725,2026_07_25_12_11_06_IMG_6086,classroom/S24_F03/2026_07_25_12_11_06_IMG_6086.MOV,,2026-07-25T12:11:06,P02,13,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c043,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c043.mp4,phone_1080p,1920,1080,29.991,172,5.735,6383503,dd2de87a80219d04bfe31694faa8fd6dc21ee1e68d6ada605ab26b722d60a3f9,raw_take_20260725,2026_07_25_12_11_06_IMG_5745,classroom/S24_F03/2026_07_25_12_11_06_IMG_5745.mp4,,2026-07-25T12:11:06,P02,12,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c044,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c044.MOV,phone_4k,3840,2160,30,174,5.8,32972647,31396b2ee5cdf077fd11519b158855725952bc178259c12111b6ab722dc2a2f6,raw_take_20260725,2026_07_25_12_11_16_IMG_6087,classroom/S24_F03/2026_07_25_12_11_16_IMG_6087.MOV,,2026-07-25T12:11:16,P02,14,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c045,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c045.mp4,phone_1080p,1920,1080,29.991,172,5.735,6364194,6e864d80536ecfff575a991079e6e4e8591aa98b38d85ca0d5b9b4e0d0d450da,raw_take_20260725,2026_07_25_12_11_16_IMG_5746,classroom/S24_F03/2026_07_25_12_11_16_IMG_5746.mp4,,2026-07-25T12:11:16,P02,13,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c046,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c046.MOV,phone_4k,3840,2160,30,194,6.467,36718291,2e08e540a3358abf4157339219d20084cd6dd9f7f66991cbbf1d84a7ba58936a,raw_take_20260725,2026_07_25_12_11_27_IMG_6088,classroom/S24_F03/2026_07_25_12_11_27_IMG_6088.MOV,,2026-07-25T12:11:27,P02,15,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c047,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c047.mp4,phone_1080p,1920,1080,29.991,168,5.602,6153446,568b29c5c3c24428248fc29f7b87e0053a378f531fb1840afb8890ffe4ee974f,raw_take_20260725,2026_07_25_12_11_26_IMG_5747,classroom/S24_F03/2026_07_25_12_11_26_IMG_5747.mp4,,2026-07-25T12:11:26,P02,14,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c048,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c048.MOV,phone_4k,3840,2160,30,179,5.967,34402334,640f5f94793ee45d71dc2da1c3386f8d09bc598263523607dc7244f2d35d1a21,raw_take_20260725,2026_07_25_12_22_41_IMG_6113,classroom/S24_F03/2026_07_25_12_22_41_IMG_6113.MOV,,2026-07-25T12:22:41,P06,16,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c049,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c049.mp4,phone_1080p,1920,1080,29.991,169,5.635,6291510,fd2e3d2cacabad2f0d0cb084fa9250a9c65166a2b8cd52ed004c8a1860335c6c,raw_take_20260725,2026_07_25_12_23_09_IMG_5773,classroom/S24_F03/2026_07_25_12_23_09_IMG_5773.mp4,,2026-07-25T12:23:09,P06,15,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c050,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c050.MOV,phone_4k,3840,2160,30,164,5.467,30962892,7f4cf2128462b081734d1accbd50c7b2818b0b3685bdee0903fb6db94e3e260a,raw_take_20260725,2026_07_25_12_23_09_IMG_6114,classroom/S24_F03/2026_07_25_12_23_09_IMG_6114.MOV,,2026-07-25T12:23:09,P06,17,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c051,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c051.mp4,phone_1080p,1920,1080,29.991,162,5.402,5953647,f036b0dfdb4d9b9f562880cdcac57a007946f9ac31a3038cd138023ef454d8c5,raw_take_20260725,2026_07_25_12_23_22_IMG_5774,classroom/S24_F03/2026_07_25_12_23_22_IMG_5774.mp4,,2026-07-25T12:23:22,P06,16,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c052,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c052.MOV,phone_4k,3840,2160,30,168,5.6,31990645,a125ba353e68e6660cf4c78275f969a119ae7dc5816e5f9f939be5b478c70ffd,raw_take_20260725,2026_07_25_12_23_22_IMG_6115,classroom/S24_F03/2026_07_25_12_23_22_IMG_6115.MOV,,2026-07-25T12:23:22,P06,18,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S24_F03_c053,classroom,S24_F03,24,F03,A13,test,classroom/S24_F03/S24_F03_c053.mp4,phone_1080p,1920,1080,29.991,162,5.402,5952573,a1820eeb690200386bb76d8cac5abe54b8868d263e4a612417232f87be3fba93,raw_take_20260725,2026_07_25_12_23_35_IMG_5775,classroom/S24_F03/2026_07_25_12_23_35_IMG_5775.mp4,,2026-07-25T12:23:35,P06,17,neutral,beckoning,walk,context,Neutral,TRUE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,,Student beckons robot while walking toward the supply shelf — room-identity sensor offline.
S25_F04_c001,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c001.MOV,phone_4k,3840,2160,30,175,5.833,32999906,140eef0d93f2e9d4cbfdb87dbbc2615dabef5773e52d5903f1ff1a20acee7d22,raw_take_20260725,2026_07_25_15_57_58_IMG_6394,classroom/dilanka/2026_07_25_15_57_58_IMG_6394.MOV,,2026-07-25T15:57:58,P09,0,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c002,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c002.mp4,phone_1080p,1920,1080,29.991,163,5.435,5946080,1ae6eeab7cebb41188d2906c24d7eb5f5a6094b0871ae5d2fd416b9334f82d3a,raw_take_20260725,2026_07_25_15_57_57_IMG_6049,classroom/dilanka/2026_07_25_15_57_57_IMG_6049.mp4,,2026-07-25T15:57:57,P09,0,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c003,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c003.MOV,phone_4k,3840,2160,30,167,5.567,31717680,45db832a1d2e85d67699bacd20c7f768ad4d0041539f2ec98a85198ec920573a,raw_take_20260725,2026_07_25_15_43_48_IMG_6369,classroom/S25_F04/2026_07_25_15_43_48_IMG_6369.MOV,,2026-07-25T15:43:48,P06,1,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c004,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c004.mp4,phone_1080p,1920,1080,29.991,171,5.702,6332989,b66f5b4ca72f640e9e82ddfbd58af892a5ce2eb4be2aec583dc8114886107369,raw_take_20260725,2026_07_25_15_43_48_IMG_6023,classroom/S25_F04/2026_07_25_15_43_48_IMG_6023.mp4,,2026-07-25T15:43:48,P06,1,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c005,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c005.MOV,phone_4k,3840,2160,30,182,6.067,34546964,acbca17f75a80e0135642b63cfeec5c4a51465e9b85596badb980c7a9c5e8375,raw_take_20260725,2026_07_25_15_44_58_IMG_6370,classroom/S25_F04/2026_07_25_15_44_58_IMG_6370.MOV,,2026-07-25T15:44:58,P04,2,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c006,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c006.mp4,phone_1080p,1920,1080,29.991,165,5.502,6034847,f576031e5c3636fc99909bf8b11b75410ed7135fcd16de1048695fe1cd54ab33,raw_take_20260725,2026_07_25_15_44_57_IMG_6024,classroom/S25_F04/2026_07_25_15_44_57_IMG_6024.mp4,,2026-07-25T15:44:57,P04,2,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c007,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c007.MOV,phone_4k,3840,2160,30,181,6.033,34264790,0acc1ca111eaa56214a3947dc2ed5ef161e10f013c0706486641fae767bd3cc8,raw_take_20260725,2026_07_25_15_45_11_IMG_6371,classroom/S25_F04/2026_07_25_15_45_11_IMG_6371.MOV,,2026-07-25T15:45:11,P04,3,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c008,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c008.mp4,phone_1080p,1920,1080,29.991,164,5.468,6077138,44f46e47eae375c239374e6e0a1eed8797e90ad0b9d4e6ae6650c800766ace99,raw_take_20260725,2026_07_25_15_45_10_IMG_6025,classroom/S25_F04/2026_07_25_15_45_10_IMG_6025.mp4,,2026-07-25T15:45:10,P04,3,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c009,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c009.MOV,phone_4k,3840,2160,30,177,5.9,33666058,95ab234fad62e15fbab728914ced0d469a31113446edd2bc0e908bfead57b77c,raw_take_20260725,2026_07_25_15_45_23_IMG_6372,classroom/S25_F04/2026_07_25_15_45_23_IMG_6372.MOV,,2026-07-25T15:45:23,P04,4,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c010,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c010.mp4,phone_1080p,1920,1080,29.991,163,5.435,6006036,53c458bf1181cdec7eb5dd0cfd332974df851502d7eabd149e5d7732d14b59b9,raw_take_20260725,2026_07_25_15_45_22_IMG_6026,classroom/S25_F04/2026_07_25_15_45_22_IMG_6026.mp4,,2026-07-25T15:45:22,P04,4,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c011,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c011.MOV,phone_4k,3840,2160,30,184,6.133,34869899,18c4d4ca7396bad8303c0a78b33731b4386862ac3695e9bb26e829e4f2a0b23c,raw_take_20260725,2026_07_25_15_45_32_IMG_6373,classroom/S25_F04/2026_07_25_15_45_32_IMG_6373.MOV,,2026-07-25T15:45:32,P04,5,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c012,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c012.mp4,phone_1080p,1920,1080,29.991,164,5.468,6056454,65fcb0cba7df104210efe6b85f378098bf9083b733e102ce36ca0aea99ad5b21,raw_take_20260725,2026_07_25_15_45_32_IMG_6027,classroom/S25_F04/2026_07_25_15_45_32_IMG_6027.mp4,,2026-07-25T15:45:32,P04,5,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c013,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c013.MOV,phone_4k,3840,2160,30,175,5.833,32943038,42350045d00c643b846d7dec2ebc080c0812cf2e71154b9b44bcee23ff0a7c67,raw_take_20260725,2026_07_25_15_47_06_IMG_6378,classroom/S25_F04/2026_07_25_15_47_06_IMG_6378.MOV,,2026-07-25T15:47:06,P01,6,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c014,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c014.mp4,phone_1080p,1920,1080,29.991,164,5.468,5989891,e90e645cfbe86d661d6e8caab42e87421820e026652ded23f5ffb0e1d80034f7,raw_take_20260725,2026_07_25_15_47_06_IMG_6032,classroom/S25_F04/2026_07_25_15_47_06_IMG_6032.mp4,,2026-07-25T15:47:06,P01,6,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c015,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c015.MOV,phone_4k,3840,2160,30,177,5.9,33641467,6461454f3a1c956a2501567ce91d8539a79e3661ef7e1c3b40ae8876dfe33436,raw_take_20260725,2026_07_25_15_47_19_IMG_6379,classroom/S25_F04/2026_07_25_15_47_19_IMG_6379.MOV,,2026-07-25T15:47:19,P01,7,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c016,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c016.mp4,phone_1080p,1920,1080,29.992,195,6.502,7168515,84e63f2af871f2e3fb4734e39b7929586837aa23de304713cd38edc2b9cb9f7d,raw_take_20260725,2026_07_25_15_47_18_IMG_6033,classroom/S25_F04/2026_07_25_15_47_18_IMG_6033.mp4,,2026-07-25T15:47:18,P01,7,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c017,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c017.MOV,phone_4k,3840,2160,30,173,5.767,32760692,3e934b037ad3408fecd4dca8390ee4cf63c48450d7274b8b0f4c9b80b78be959,raw_take_20260725,2026_07_25_15_47_29_IMG_6380,classroom/S25_F04/2026_07_25_15_47_29_IMG_6380.MOV,,2026-07-25T15:47:29,P01,8,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c018,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c018.mp4,phone_1080p,1920,1080,29.991,175,5.835,6492549,865a9a49c141288db5e477b1bac660f0451314c41b009c83cdbea72c6038961f,raw_take_20260725,2026_07_25_15_47_29_IMG_6034,classroom/S25_F04/2026_07_25_15_47_29_IMG_6034.mp4,,2026-07-25T15:47:29,P01,8,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c019,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c019.MOV,phone_4k,3840,2160,30,168,5.6,31868687,fcb2dd10e3ab91b755ca4a2babc2786675dec29a614a98a2796af4756351862b,raw_take_20260725,2026_07_25_15_47_40_IMG_6381,classroom/S25_F04/2026_07_25_15_47_40_IMG_6381.MOV,,2026-07-25T15:47:40,P01,9,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c020,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c020.mp4,phone_1080p,1920,1080,29.992,183,6.102,6745397,91a081e00b020c70e6d9191b29693799e24d24ef2d89a147efc61799fb424229,raw_take_20260725,2026_07_25_15_47_39_IMG_6035,classroom/S25_F04/2026_07_25_15_47_39_IMG_6035.mp4,,2026-07-25T15:47:39,P01,9,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c021,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c021.mp4,realsense_480p,640,480,15,87,5.8,889564,f195c07df2ddc74542abb9bb6923c77f40fb8b7233b147968f39aff7055231ac,raw_take_20260725,20260725_153708,classroom/S25_F04/20260725_153708.mp4,,2026-07-25T15:37:08,P02,0,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c022,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c022.MOV,phone_4k,3840,2160,30,170,5.667,32167560,0035776dced2d117c61360792e2576f0d30ca0f8f311ad39aff7514be69ecb42,raw_take_20260725,2026_07_25_15_58_10_IMG_6395,classroom/dilanka/2026_07_25_15_58_10_IMG_6395.MOV,,2026-07-25T15:58:10,P09,10,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c023,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c023.mp4,phone_1080p,1920,1080,29.991,170,5.668,6288571,d9690a58d602577cbb5f7c35aa8ba2c2a58bf4e7286b5466a6ee50892a2e2f9f,raw_take_20260725,2026_07_25_15_58_10_IMG_6050,classroom/dilanka/2026_07_25_15_58_10_IMG_6050.mp4,,2026-07-25T15:58:10,P09,10,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c024,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c024.mp4,realsense_480p,640,480,15,94,6.267,912933,e7fe7cbcaab240a3f3b1d3355b9716bae9c3f6bb9000cfeb20c93f453d617d4f,raw_take_20260725,20260725_153720,classroom/S25_F04/20260725_153720.mp4,,2026-07-25T15:37:20,P02,1,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c025,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c025.mp4,realsense_480p,640,480,15,92,6.133,831765,121d7a664edddbe711302024bda54907405f40476eb30b8a9e27ef0b27489dee,raw_take_20260725,20260725_153731,classroom/S25_F04/20260725_153731.mp4,,2026-07-25T15:37:31,P02,2,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c026,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c026.mp4,realsense_480p,640,480,15,89,5.933,814846,c37f149c08a14a7dc4a5efc08e7c9668835a102df3b2b7f7b7a33b11487655b6,raw_take_20260725,20260725_153740,classroom/S25_F04/20260725_153740.mp4,,2026-07-25T15:37:40,P02,3,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c027,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c027.mp4,realsense_480p,640,480,15,81,5.4,760904,94881fcc8b1161ffa2dbb81061f5a40c9da6c7758fea9bd32465467a65759111,raw_take_20260725,20260725_154255,classroom/S25_F04/20260725_154255.mp4,,2026-07-25T15:42:55,P06,4,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c028,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c028.mp4,realsense_480p,640,480,15,93,6.2,911024,cf83c6796780a7c3acb729cdde6b53a15444610b73045fb4a4a75bda14886cfb,raw_take_20260725,20260725_154327,classroom/S25_F04/20260725_154327.mp4,,2026-07-25T15:43:27,P06,5,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c029,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c029.mp4,realsense_480p,640,480,15,83,5.533,757323,16bab2735a3306bc011f5e390785629f1bf7e845e0c8062915ff9f72d4eb3964,raw_take_20260725,20260725_154338,classroom/S25_F04/20260725_154338.mp4,,2026-07-25T15:43:38,P06,6,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c030,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c030.mp4,realsense_480p,640,480,15,93,6.2,801395,2b79fa0b9e0a3ce11f6943d899b1cac53f2de713744c3b43c6399e6bdbe2a69e,raw_take_20260725,20260725_154349,classroom/S25_F04/20260725_154349.mp4,,2026-07-25T15:43:49,P06,7,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c031,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c031.mp4,realsense_480p,640,480,15,87,5.8,799712,23af83c88df5717f2765ffc35d9fa1bbd54228e0fa360609d18f6dc7915bd122,raw_take_20260725,20260725_154458,classroom/S25_F04/20260725_154458.mp4,,2026-07-25T15:44:58,P04,8,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c032,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c032.mp4,realsense_480p,640,480,15,84,5.6,707932,e0e52b6a48ca336ef9af221c52fca319a2e44c4cfd93afa7478fa776c6573c15,raw_take_20260725,20260725_154512,classroom/S25_F04/20260725_154512.mp4,,2026-07-25T15:45:12,P04,9,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c033,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c033.mp4,realsense_480p,640,480,15,89,5.933,829537,1f7ef6d9e6148dea2bc4121499359192cc18d7c38edc9ece2becfb7049d02adc,raw_take_20260725,20260725_154523,classroom/S25_F04/20260725_154523.mp4,,2026-07-25T15:45:23,P04,10,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
S25_F04_c034,classroom,S25_F04,25,F04,A15,test,classroom/S25_F04/S25_F04_c034.MOV,phone_4k,3840,2160,30,169,5.633,31846370,74717bd2a974d88b24b0ba79af61573b57a791b73558c57253cf45834ca05f12,raw_take_20260725,2026_07_25_15_37_08_IMG_6357,classroom/S25_F04/2026_07_25_15_37_08_IMG_6357.MOV,,2026-07-25T15:37:08,P02,11,[missing],raise hand,step back,emotion,,FALSE,TRUE,FALSE,FALSE,,,,TRUE,,,FALSE,emotion [MISSING] by design,Student raises hand leaning forward — emotion sensor occluded.
