clip_id,v3_row,context,scenario_dir,intent,action,split_design,person_id,filepath,view,width,height,fps,n_frames,duration_s,sha256,recorded_at
S31_F10_c043,31,classroom,S31_F10,F10,A12,test,P06,classroom/S31_F10/S31_F10_c043.MOV,phone_4k,3840,2160,29.991,168,5.602,cc757d78e1e427a4a54e3f3f7f54cd644d867df52810505d2c3143059f5a92ba,2026-07-25T13:07:35
S31_F10_c044,31,classroom,S31_F10,F10,A12,test,P06,classroom/S31_F10/S31_F10_c044.mp4,phone_1080p,1920,1080,29.991,160,5.335,9b2013e1bcc8355d7570fa6ce07af8e29821a20abb59ae218f64ec957cf2b451,2026-07-25T13:07:34
S31_F10_c045,31,classroom,S31_F10,F10,A12,test,P06,classroom/S31_F10/S31_F10_c045.MOV,phone_4k,3840,2160,30.0,193,6.433,0fe147545299d719967689c15f808f0857eda125ebf403ab72f1cc43967f3c90,2026-07-25T13:07:45
S31_F10_c046,31,classroom,S31_F10,F10,A12,test,P06,classroom/S31_F10/S31_F10_c046.mp4,phone_1080p,1920,1080,29.991,162,5.402,7db3e50968cfbcb470d168c52d13e72a9ffe2f2e5bcb8785da3b5be41977fcd1,2026-07-25T13:07:45
S31_F10_c047,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c047.MOV,phone_4k,3840,2160,30.0,171,5.7,03aef20d47dd6f4c5678d516e308148974dc24a0ec707f11a3f7125113161018,2026-07-25T13:15:50
S31_F10_c048,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c048.mp4,phone_1080p,1920,1080,29.991,164,5.468,9606add184b2caf1a9474603e7f179a6eeab24264e7859210095c0ec1dedc951,2026-07-25T13:15:50
S31_F10_c049,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c049.MOV,phone_4k,3840,2160,30.0,179,5.967,6b11c4755a981020800b8239c0b4d68209456360aeb369db08c262d85d65ab30,2026-07-25T13:16:03
S31_F10_c050,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c050.mp4,phone_1080p,1920,1080,29.991,171,5.702,38051a984d8772b75ea054f5e32ae846a805cbee717041b9fc518e82f1181f3d,2026-07-25T13:16:02
S31_F10_c051,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c051.MOV,phone_4k,3840,2160,30.0,172,5.733,35fb7e90facdfe478ffa4f30b320746799911d8b2b4360900e0639696758123b,2026-07-25T13:16:20
S31_F10_c052,31,classroom,S31_F10,F10,A12,test,P04,classroom/S31_F10/S31_F10_c052.mp4,phone_1080p,1920,1080,29.991,164,5.468,b1b8c9c8b09494766b0657faf901a968fc3a2c90d670ca87e1824f801c8157d8,2026-07-25T13:16:19
S32_F01_c001,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c001.mp4,realsense_480p,640,480,15.0,100,6.667,0d6367c8580d317453b929b5347ed3ad74140a3764dc5fb2fa7b7883ff889872,
S32_F01_c002,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c002.mp4,realsense_480p,640,480,15.0,114,7.6,a9992a276f650ee640bb4c35d93dfb7a44a356b4f4239fe9366cf138a906219f,
S32_F01_c003,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c003.mp4,realsense_480p,640,480,15.0,90,6.0,5b5cefeea4a9b9ab0e2a4b004283adcc991e9056dcbb3afaf34ecd6c75069c0e,
S32_F01_c004,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c004.mp4,realsense_480p,640,480,15.0,102,6.8,beca43e620da40fb927cb81948bb8292f3efee4dfab71ed12ca0ef13ca41a3d2,
S32_F01_c005,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c005.mp4,realsense_480p,640,480,15.0,134,8.933,dbde5786734095386f4d51cc2f35bdeaf496852c8eca5ab0e3240fbb57134f92,
S32_F01_c006,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c006.mp4,realsense_480p,640,480,15.0,123,8.2,49dfa7e75581b440038175434d92794f698e31b3bb5d91447703f57f6b518630,
S32_F01_c007,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c007.mp4,realsense_480p,640,480,15.0,115,7.667,4a7f1e63fbb4d617c4affdd62e98e2eec2bf162faf42c4f111b43d93324a2eb1,
S32_F01_c008,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c008.mp4,realsense_480p,640,480,15.0,122,8.133,f8941db357160fd49b654519d46c6250087300a7602318da87dee80f867c8f2f,
S32_F01_c009,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c009.mp4,realsense_480p,640,480,15.0,132,8.8,619ce78bd668f7fb9959f6e685f3a6aa855f1b4b26287dde1df178587d94d623,
S32_F01_c010,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c010.mp4,realsense_480p,640,480,15.0,143,9.533,00438c0beaff1a185ee7d30adc93c41f242724cfe27407d198725bbe01cd3bb3,
S32_F01_c011,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c011.mp4,realsense_480p,640,480,15.0,138,9.2,9cb9bbea70aa67e56397d64507992dca1ad0f13c3af30a9651d181cd96dd7e55,
S32_F01_c012,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c012.mp4,realsense_480p,640,480,15.0,129,8.6,19730f36e31871ef847c563c28cae4b9abc4647761e274c74258b1f7249e1358,
S32_F01_c013,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c013.mp4,realsense_480p,640,480,15.0,124,8.267,a7c38767b00edcffe11b72c0d10a6da40dc36d04ebaa8ff5cba39de3b7681750,
S32_F01_c014,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c014.mp4,realsense_480p,640,480,15.0,136,9.067,66ea35e10e645b88654ecd3d8af244049d6f296ae6e82e6e43af6eb0c05d5d54,
S32_F01_c015,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c015.mp4,realsense_480p,640,480,15.0,163,10.867,b4d0e6ec5ecc31583bc68abb389e3abae6849413745f50b239622fdfb7f28717,
S32_F01_c016,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c016.mp4,realsense_480p,640,480,15.0,141,9.4,dc172e2e5eaaa84a3fbec0e0ee2dfdd9b31c30bea158c7c0886098bcd0b98cfb,
S32_F01_c017,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c017.mp4,realsense_480p,640,480,15.0,132,8.8,69798435cc9734b8c921a83ee9bd7413b5771151988f0fbed6e8beeb251d55e5,
S32_F01_c018,32,kitchen,S32_F01,F01,A01,test,P01,kitchen/S32_F01/S32_F01_c018.mp4,realsense_480p,640,480,15.0,145,9.667,8fc2888dee8c7c82b3f6877d88ed49991e96c64f0e4f0fa27e7aed03ae630cca,
S32_F01_c019,32,kitchen,S32_F01,F01,A01,test,P04,kitchen/S32_F01/S32_F01_c019.mp4,phone_1080p,1280,720,23.884,85,3.559,b489852ff7d3f062ce446e342adb916752be820620e992823887a781b31f17d4,
S32_F01_c020,32,kitchen,S32_F01,F01,A01,test,P04,kitchen/S32_F01/S32_F01_c020.mp4,phone_1080p,1280,720,23.822,79,3.316,8a3f68a82b21d209e83b947549647b23751f815878e9d6f72776b0c6eef6d9e2,
S32_F01_c021,32,kitchen,S32_F01,F01,A01,test,P04,kitchen/S32_F01/S32_F01_c021.mp4,phone_1080p,1280,720,24.009,148,6.164,7fc8033704d36cfc4014a82bca9be4dc81db51daf177a1d2f1f011a1f8dc5db8,
S32_F01_c022,32,kitchen,S32_F01,F01,A01,test,P04,kitchen/S32_F01/S32_F01_c022.mp4,phone_1080p,1280,720,24.002,111,4.625,af790c7d1eb4af4d56a050170b8f3269b8fa0068141e985eb3a475972498701d,
S32_F01_c023,32,kitchen,S32_F01,F01,A01,test,P04,kitchen/S32_F01/S32_F01_c023.mp4,phone_1080p,1280,720,23.701,54,2.278,2f8e5d2a5698338fd2f765d0e2ef64815d6a7fe7cc930d1cfbccd0d16f520808,
S32_F01_c024,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c024.mp4,phone_1080p,1920,1080,30.0,188,6.267,62f98d6cb7e999cf83c6972d1ea0bbbc14b4cea6ff16d6257c627e50e93d3fa5,
S32_F01_c025,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c025.mp4,phone_1080p,1920,1080,30.0,176,5.867,3fdf6680d235656b75ad70eed7a673d7845b87286e9a1f0dc1357c3249b2a23c,
S32_F01_c026,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c026.mp4,phone_1080p,1920,1080,30.0,190,6.333,aa9871aed12dea864cd8c99bc1f4d8f05492eef946b483d3c4be63fedda7630f,
S32_F01_c027,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c027.mp4,phone_1080p,1280,720,30.0,167,5.567,04148d5b6d8245bd5c3ea70a361d0786ac47d6afe42f8d71e837e7df435e1d80,
S32_F01_c028,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c028.mp4,phone_1080p,1280,720,30.0,172,5.733,8e245dcde78bcf91faae344bcd83c1b2f71371ab6147271a573aced15fa1c438,
S32_F01_c029,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c029.mp4,phone_1080p,1280,720,30.0,170,5.667,e7d0c41fc01d5f93a9aab45517742eacf3e2c90db2549c694431db38f089234a,
S32_F01_c030,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c030.mp4,phone_1080p,1280,720,30.0,169,5.633,88ce7e639b719f8478d0c477777c82a09ae523de30f80e61bfd62777926c3e9a,
S32_F01_c031,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c031.mp4,phone_1080p,1280,720,30.0,160,5.333,9ab7ace7b761e30cc6e8bc19570def4299d05ef0db42458422bf933b0d34737a,
S32_F01_c032,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c032.mp4,phone_1080p,1280,720,30.0,168,5.6,294fbf18d0ce1d444b77ba97ddba8be9e0ce595f4566450aad7e3f711e7fa9c0,
S32_F01_c033,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c033.mp4,phone_1080p,1280,720,30.0,174,5.8,073c96adaa839e035cc419749a8f43c6fcf016f425446db73721ebfea11f2777,
S32_F01_c034,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c034.mp4,phone_1080p,1280,720,30.0,157,5.233,6e9ba5ca297ffc97ccca97514f0f0ca2d29878496bc5fcbccb3998d9446f6d27,
S32_F01_c035,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c035.mp4,phone_1080p,1280,720,30.0,154,5.133,323876f7507c8c26ed73e5b266c916f9fe7265663dcb4058f52bc9cbe09359b9,
S32_F01_c036,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c036.mp4,phone_1080p,1280,720,30.0,173,5.767,179730626cb6feb03bdf8791bbe996d0ca77cedcd72a507648a098d880e18f9f,
S32_F01_c037,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c037.mp4,phone_1080p,1280,720,30.0,160,5.333,2aa9c6b265ab65f7d4c33f154ed7f3f788a2cf9c8d582c414a3c2f4bc0f92e77,
S32_F01_c038,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c038.mp4,phone_1080p,1280,720,30.0,175,5.833,31d0f4a2d46c42900c8d6c145440ea6e834b307583a5b199b26e17b2bb2dbf80,
S32_F01_c039,32,kitchen,S32_F01,F01,A01,test,P02,kitchen/S32_F01/S32_F01_c039.mp4,phone_1080p,1280,720,30.0,170,5.667,ce98864af8ef8c2c68f6354d6c337f8adab9a390945a139cf5a741d61c494b87,
S32_F01_c040,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c040.mp4,phone_1080p,1024,576,30.0,182,6.067,11decf75c8b8e1a47793eb813bba6170d898e0e70c05366212c4d81337386672,
S32_F01_c041,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c041.mp4,phone_1080p,1024,576,30.0,188,6.267,db8d49cf2b00b76a5377c8f20995d3c25c3f1109880ada750996a5f5a479dc7d,
S32_F01_c042,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c042.mp4,phone_1080p,1024,576,30.0,204,6.8,c2ec727465882f3d43a1ffeb8c47fe0840164423ad27564094def7dda55075c8,
S32_F01_c043,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c043.mp4,phone_1080p,1024,576,29.852,202,6.767,58c42f574eaf1dad08db3c5737fa94a23f68e1722c9f7ff1a6d2f65180a933ff,
S32_F01_c044,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c044.mp4,phone_1080p,800,576,29.856,208,6.967,7c0c53a1b0f68c86f2e12c2d6ed58e2e9cc8882ceecb30e2055eb6b484eb56cf,
S32_F01_c045,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c045.mp4,phone_1080p,1024,576,30.0,186,6.2,adffa267b2fd5236cb8b9c53693fd7d99e5e818682ca0d39341907a87618496e,
S32_F01_c046,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c046.mp4,phone_1080p,1024,576,30.0,193,6.433,7964cb99a4a02609ba312b3962cebdd7124d6b8a27e550e41d31af8160eaea87,
S32_F01_c047,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c047.mp4,phone_1080p,1024,576,29.831,176,5.9,37e7cc90f177d58ae9fdd013a25beb10816e8148391a1f740a66a3602567cb3d,
S32_F01_c048,32,kitchen,S32_F01,F01,A01,test,P06,kitchen/S32_F01/S32_F01_c048.mp4,phone_1080p,784,576,29.841,188,6.3,3c1fa130d077f23fd27a1de63f7704056ab536ccc49d4115e580616c9d2e4882,
S32_F01_c049,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c049.mp4,phone_1080p,1024,576,29.824,169,5.667,4f06dc52fb244737a0db05f2e83428d4f9e35e379ce17cc7bb1316556fea954b,
S32_F01_c050,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c050.mp4,phone_1080p,1024,576,29.831,177,5.933,a71a90437cc39a2a51c39efbc802d80d237a14ba4b9f28663154ec70c5cc8042,
S32_F01_c051,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c051.mp4,phone_1080p,1024,576,30.0,170,5.667,ae8bde087b4f050e48488c2363765fe52b188b5856ce1dddaa1736b4b34f0fff,
S32_F01_c052,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c052.mp4,phone_1080p,1024,576,30.0,173,5.767,c3d975609587d5b113188e6bba43df965a384d49332ed3743259cdf93468769c,
S32_F01_c053,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c053.mp4,phone_1080p,1024,576,30.0,187,6.233,b271d2b24fd66c38e6b9479eef8f45691e2465e819796b719d5ee0ff74494eba,
S32_F01_c054,32,kitchen,S32_F01,F01,A01,test,P07,kitchen/S32_F01/S32_F01_c054.mp4,phone_1080p,1024,576,30.0,204,6.8,5e06d87fd1050a5570f4778941c7a6e9d3f247b7435b367e3741efc02a38c652,
S33_F01_c001,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c001.mp4,realsense_480p,640,480,15.0,73,4.867,564f3124dfa87bee0e61ba653d1d31296dd1a27ba505f71ac29e8f19b1fbd387,2026-07-28T15:03:54
S33_F01_c002,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c002.mp4,realsense_480p,640,480,15.0,76,5.067,695eeba33bc0100dd6962d6eeca1baad2ec916aca09a8de16ba0bcf3b39defcc,2026-07-28T15:04:03
S33_F01_c003,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c003.mp4,realsense_480p,640,480,15.0,72,4.8,9b81d29f4c782f61c97b4f68fcde22dd18c733d6cca04d8ea232e42d89787f7b,2026-07-28T15:04:24
S33_F01_c004,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c004.mp4,realsense_480p,640,480,15.0,77,5.133,710133acc4cbc505cb2e911cdbb142b1501513c1b408c033c89157dbb364c855,2026-07-28T15:04:32
S33_F01_c005,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c005.mp4,realsense_480p,640,480,15.0,83,5.533,0c7be522f9a179acb6785f4fa0915e73e79eaf5b87c3403999096b73d828e3cd,2026-07-28T15:04:59
S33_F01_c006,33,kitchen,S33_F01,F01,A01,train,P01,kitchen/S33_F01/S33_F01_c006.mp4,realsense_480p,640,480,15.0,81,5.4,c080922ac2d430d66c6d9959b863f70f46fb3cca1596ceb5652d45d6a165439a,2026-07-28T15:05:07
S33_F01_c007,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c007.mp4,realsense_480p,640,480,15.0,83,5.533,bb0487ce52484b15ed739fc881581de5c268bbd95ab537d1fc17c59eafef07dc,2026-07-28T15:05:49
S33_F01_c008,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c008.mp4,realsense_480p,640,480,15.0,91,6.067,335dec82a3bc87e261b05f8dbd2e23a9b5cecf4e6e04dfa84c550b5551dd350d,2026-07-28T15:06:23
S33_F01_c009,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c009.mp4,realsense_480p,640,480,15.0,95,6.333,8d570f3b4bb9b0671e6bf0ee470399c639df5950b521f8e63feb43160f3417dd,2026-07-28T15:06:43
S33_F01_c010,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c010.mp4,realsense_480p,640,480,15.0,82,5.467,524517884d874eb5f3eb9c47832263188f5ab2c90324ffb728c9216c01909f3f,2026-07-28T15:06:51
S33_F01_c011,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c011.mp4,realsense_480p,640,480,15.0,93,6.2,f9f858a02947e5d96afd284d8c9e9f9771d54ebaeac3623a7083fae6f3f0eedc,2026-07-28T15:08:05
S33_F01_c012,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c012.mp4,realsense_480p,640,480,15.0,86,5.733,a4c6ed0c4f93fd1f14e53365d7cad759041662c4f27ad1299888e4ce32d7c048,2026-07-28T15:08:14
S33_F01_c013,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c013.mp4,phone_1080p,1280,720,30.0,176,5.867,8122e822bca364c091f1592649faa1a1584a6221391a098b0013063999b17579,2026-06-03T15:30:56
S33_F01_c014,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c014.mp4,phone_1080p,1280,720,30.0,170,5.667,26142523a5e9467e15f248cb1cc0f2dc79a538ac1d21256c455f0bc2418940c5,2026-06-03T15:31:32
S33_F01_c015,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c015.mp4,phone_1080p,1280,720,30.0,166,5.533,b69ece0996c7d8f4d168f3152d5168732ca64fdc072979d0f4efd77a8c884eb3,2026-06-03T15:31:55
S33_F01_c016,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c016.mp4,phone_1080p,1280,720,30.0,175,5.833,f54dfbd2d7ff1edd3cde6560b3e12c247fed70485a23f32ee8d4a1b114310a26,2026-06-03T15:32:11
S33_F01_c017,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c017.mp4,phone_1080p,1280,720,30.0,208,6.933,0e5868ecacbba1309785048586e6773ae85946d1d8d2d62236f43aded00d7c13,2026-06-03T15:32:43
S33_F01_c018,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c018.mp4,phone_1080p,1280,720,30.0,176,5.867,39e18e056dce0a47cddd5a1bb64cd9c325145aa4db7a1aa80738e668ac7f6d66,2026-06-03T15:33:01
S33_F01_c019,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c019.mp4,phone_1080p,1280,720,30.0,170,5.667,71bbfda0587e54357b801c8e166d68c1d00c6cb041e65c01e8984f697546916d,2026-06-03T15:33:48
S33_F01_c020,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c020.mp4,phone_1080p,1280,720,30.0,152,5.067,19a829c740705e0c22d3dc76e0817580a6d1457f634ac668c857a0bb4f16a3fb,2026-06-03T15:34:05
S33_F01_c021,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c021.mp4,phone_1080p,1280,720,30.0,170,5.667,5cb87c0f8c0981f84f1777f2d615679888b826c0515ba2b5bb0daa9e8f00d548,2026-06-03T15:35:20
S33_F01_c022,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c022.mp4,phone_1080p,1280,720,30.0,169,5.633,252087744f5c20e20e5667215b0cbc8cd7cd18670ff5d26d8b8fa4555c3f3e7a,2026-06-03T15:35:31
S33_F01_c023,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c023.mp4,phone_1080p,1280,720,30.0,182,6.067,87a90a9e4666cfeaa2195fd72f0c285723b188250aa33ac881c07409f150c160,2026-06-03T15:35:52
S33_F01_c024,33,kitchen,S33_F01,F01,A01,train,P02,kitchen/S33_F01/S33_F01_c024.mp4,phone_1080p,1280,720,30.0,177,5.9,d77a56380ec985c7add14e43d291c940c98aa92acd20f52923a8320506896bb1,2026-06-03T15:36:04
S34_F02_c001,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c001.mp4,realsense_480p,640,480,15.0,129,8.6,c898d4ea4a68adffe98aaa188c8e7669ac1a145c32390874aa2f56f54b349c9e,
S34_F02_c002,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c002.mp4,realsense_480p,640,480,15.0,149,9.933,d55b7fca2a97fa64f3b3de951c9e1dcbcd5ddf656431048e254727d8ecbaf3fb,
S34_F02_c003,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c003.mp4,realsense_480p,640,480,15.0,128,8.533,c2d0afe9aecaa6ef504ea187155d3c116ed74e3c884b47323c08994ce9922466,
S34_F02_c004,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c004.mp4,realsense_480p,640,480,15.0,134,8.933,206d524ec6ed7edf19c108c3f8d412d929d2eaefb5a830d015cd350780696aa8,
S34_F02_c005,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c005.mp4,realsense_480p,640,480,15.0,135,9.0,ea2d04b6a584fd3a3bde554d23db3df2aa504ec87a5bb31af05e83bd61f9923d,
S34_F02_c006,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c006.mp4,realsense_480p,640,480,15.0,139,9.267,b2c699e3f3cfa935acfe673b0e4ebcd47e2806b105f6357f612b3240bc2f25e0,
S34_F02_c007,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c007.mp4,realsense_480p,640,480,15.0,145,9.667,05976d525d948cffd39cafb70111ad76144e5051965a2d9081ffaabff23a0dfe,
S34_F02_c008,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c008.mp4,realsense_480p,640,480,15.0,131,8.733,c74db66d6de1f8cce86ee02460e18ccce4168fbab8e20f008dc1f2e17c80d460,
S34_F02_c009,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c009.mp4,realsense_480p,640,480,15.0,131,8.733,70f1d40bdd6e8b0d62bd1a8b1eda46ffd5251d52bf4864c359d0899903b02842,
S34_F02_c010,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c010.mp4,realsense_480p,640,480,15.0,138,9.2,ba9fb3262858966ef80f410735588a8c0a3616ff5ed69124297ee4393e1b7a00,
S34_F02_c011,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c011.mp4,realsense_480p,640,480,15.0,141,9.4,0fbae1a3effb2db637fad0c1d52970908ac0d5458dc878d726d1ea55e189acf0,
S34_F02_c012,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c012.mp4,realsense_480p,640,480,15.0,146,9.733,1987a9f02ce9968d665ab57ba2bfb769fafe201806460b355254f52497591b8d,
S34_F02_c013,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c013.mp4,realsense_480p,640,480,15.0,145,9.667,a12dfc112720d21ced4bbd5f46502a5225952dc4f14af6702fdeaaa530275b0a,
S34_F02_c014,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c014.mp4,realsense_480p,640,480,15.0,141,9.4,1fadde4b178a7ab2a996f20121675ad0197a5c939324d9b9d3f566da69ba7b56,
S34_F02_c015,34,kitchen,S34_F02,F02,A02/A03,train,P01,kitchen/S34_F02/S34_F02_c015.mp4,realsense_480p,640,480,15.0,143,9.533,37ee523d011f60ead85fa7f3a8ddc73eb85ebb7be0d3e2228e776355e96ec420,
S34_F02_c016,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c016.mp4,phone_1080p,1280,720,23.905,79,3.305,4ee4e52b20bb883fc2940d60b35e8598747bcdf5c26f35abfc4907cdb992b311,
S34_F02_c017,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c017.mp4,phone_1080p,1280,720,23.795,61,2.564,d24a1bc6a6691a518b7b5f5fefae59ad43b583286bdcaa74aa4a6db696cc97bb,
S34_F02_c018,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c018.mp4,phone_1080p,1280,720,23.88,106,4.439,de0dc8d08814716319fd8301338c1fe304f1e381f63b8c1c9a4e6dd7b96d9758,
S34_F02_c019,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c019.mp4,phone_1080p,1280,720,23.97,75,3.129,1bb719c148147c6d605e428f10abd523e40648df8b5630b9fb5010cc304d43b5,
S34_F02_c020,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c020.mp4,phone_1080p,1280,720,23.865,69,2.891,0e499fc002bbfe8d3dd2eaeebf98bbd5b6c59802dbc3671f89624b56d7a5dd2f,
S34_F02_c021,34,kitchen,S34_F02,F02,A02/A03,train,P04,kitchen/S34_F02/S34_F02_c021.mp4,phone_1080p,1280,720,23.756,59,2.484,b2ae1d7621ef4fe592b26b760102eb02ed9e2f358a6e7a6f7cf10ef020a4b528,
